ProductAsin,Country,Date,Is_Verified,Rating_Score,Review_Date,Varient_Colour,Size,VariantAsin
B09G9BL5CP,India,7/23/2024,TRUE,5,7/23/2024, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,7/8/2024,TRUE,5,7/8/2024, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,5/11/2024,TRUE,5,5/11/2024, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,5/15/2024,TRUE,5,5/15/2024, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,12/30/2023,TRUE,5,12/30/2023, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,7/24/2024,TRUE,5,7/24/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,6/25/2024,TRUE,5,6/25/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,2/4/2023,TRUE,4,2/4/2023, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,7/18/2024,TRUE,4,7/18/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,8/17/2024,TRUE,4,8/17/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,8/6/2024,TRUE,4,8/6/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,8/13/2024,TRUE,4,8/13/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,8/16/2024,TRUE,4,8/16/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,9/6/2024,TRUE,5,9/6/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,10/27/2022,TRUE,1,10/27/2022, Pink  ,256 GB,B09G9HRYFZ
B09G9BL5CP,India,3/31/2022,TRUE,1,3/31/2022, Pink  ,256 GB,B09G9HRYFZ
B09G9BL5CP,India,7/1/2022,TRUE,1,7/1/2022, Pink  ,256 GB,B09G9HRYFZ
B09G9BL5CP,India,8/9/2024,FALSE,5,8/9/2024, Pink  ,256 GB,B09G9HRYFZ
B09G9BL5CP,India,10/9/2023,FALSE,5,10/9/2023, Pink  ,256 GB,B09G9HRYFZ
B09G9BL5CP,India,8/12/2022,FALSE,5,8/12/2022, Pink  ,256 GB,B09G9HRYFZ
B09G9BL5CP,India,3/8/2022,FALSE,2,3/8/2022, Pink  ,256 GB,B09G9HRYFZ
B09G9BL5CP,India,7/5/2022,FALSE,5,7/5/2022, Pink  ,256 GB,B09G9HRYFZ
B09G9BL5CP,India,6/21/2022,FALSE,5,6/21/2022, Pink  ,256 GB,B09G9HRYFZ
B09G9BL5CP,India,9/25/2021,FALSE,5,9/25/2021, Pink  ,256 GB,B09G9HRYFZ
B09G9BL5CP,India,7/26/2022,TRUE,5,7/26/2022, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,10/7/2022,TRUE,5,10/7/2022, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,3/27/2022,TRUE,5,3/27/2022, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,2/1/2022,TRUE,5,2/1/2022, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,6/4/2022,TRUE,5,6/4/2022, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,5/8/2022,TRUE,4,5/8/2022, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,2/26/2022,TRUE,5,2/26/2022, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,7/9/2022,TRUE,5,7/9/2022, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,2/12/2022,TRUE,5,2/12/2022, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,3/9/2022,TRUE,5,3/9/2022, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,8/31/2022,TRUE,5,8/31/2022, Blue  ,256 GB,B09G93H3BR
B09G9BL5CP,India,4/13/2022,TRUE,5,4/13/2022, Blue  ,256 GB,B09G93H3BR
B09G9BL5CP,India,2/12/2022,TRUE,5,2/12/2022, Blue  ,256 GB,B09G93H3BR
B09G9BL5CP,India,7/12/2022,TRUE,5,7/12/2022, Blue  ,256 GB,B09G93H3BR
B09G9BL5CP,India,2/18/2023,TRUE,5,2/18/2023, Blue  ,256 GB,B09G93H3BR
B09G9BL5CP,India,8/3/2023,TRUE,2,8/3/2023, Blue  ,256 GB,B09G93H3BR
B09G9BL5CP,India,8/17/2022,TRUE,5,8/17/2022, Blue  ,256 GB,B09G93H3BR
B09G9BL5CP,India,11/13/2022,TRUE,5,11/13/2022, Blue  ,256 GB,B09G93H3BR
B09G9BL5CP,India,12/30/2022,TRUE,5,12/30/2022, Blue  ,256 GB,B09G93H3BR
B09G9BL5CP,India,10/29/2022,TRUE,5,10/29/2022, Blue  ,256 GB,B09G93H3BR
B09G9BL5CP,India,6/28/2022,TRUE,5,6/28/2022, Pink  ,256 GB,B09G9HRYFZ
B09G9BL5CP,India,9/14/2022,TRUE,5,9/14/2022, Pink  ,256 GB,B09G9HRYFZ
B09G9BL5CP,India,8/31/2022,TRUE,5,8/31/2022, Pink  ,256 GB,B09G9HRYFZ
B09G9BL5CP,India,8/2/2022,TRUE,5,8/2/2022, Pink  ,256 GB,B09G9HRYFZ
B09G9BL5CP,India,10/21/2022,TRUE,2,10/21/2022, Pink  ,256 GB,B09G9HRYFZ
B09G9BL5CP,India,6/1/2022,TRUE,5,6/1/2022, Pink  ,256 GB,B09G9HRYFZ
B09G9BL5CP,India,11/12/2021,TRUE,3,11/12/2021, Pink  ,256 GB,B09G9HRYFZ
B09G9BL5CP,India,4/19/2022,TRUE,5,4/19/2022, Pink  ,256 GB,B09G9HRYFZ
B09G9BL5CP,India,4/16/2022,TRUE,5,4/16/2022, Pink  ,256 GB,B09G9HRYFZ
B09G9BL5CP,India,2/14/2022,TRUE,1,2/14/2022, Pink  ,256 GB,B09G9HRYFZ
B09G9BL5CP,India,10/31/2023,TRUE,5,10/31/2023, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,2/6/2023,TRUE,4,2/6/2023, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,3/20/2023,TRUE,4,3/20/2023, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,6/8/2022,TRUE,5,6/8/2022, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,2/20/2022,TRUE,4,2/20/2022, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,8/27/2022,TRUE,5,8/27/2022, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,5/22/2023,TRUE,5,5/22/2023, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,8/9/2022,TRUE,5,8/9/2022, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,7/14/2022,TRUE,5,7/14/2022, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,2/14/2024,TRUE,1,2/14/2024, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,6/21/2024,TRUE,5,6/21/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,3/2/2024,TRUE,4,3/2/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,5/9/2024,TRUE,5,5/9/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,5/8/2024,TRUE,5,5/8/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,6/2/2024,TRUE,5,6/2/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,1/17/2024,TRUE,4,1/17/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,6/4/2024,TRUE,5,6/4/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,6/11/2024,TRUE,5,6/11/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,6/6/2024,TRUE,5,6/6/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,5/30/2024,TRUE,5,5/30/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,1/26/2024,TRUE,5,1/26/2024, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,5/17/2022,TRUE,5,5/17/2022, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,9/4/2022,TRUE,5,9/4/2022, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,2/20/2022,TRUE,3,2/20/2022, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,1/18/2024,TRUE,5,1/18/2024, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,4/24/2023,TRUE,4,4/24/2023, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,1/10/2024,TRUE,5,1/10/2024, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,1/15/2024,TRUE,5,1/15/2024, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,10/17/2023,TRUE,5,10/17/2023, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,3/23/2022,TRUE,5,3/23/2022, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,5/9/2024,TRUE,4,5/9/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,6/10/2024,TRUE,5,6/10/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,5/15/2024,TRUE,4,5/15/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,7/14/2024,TRUE,5,7/14/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,6/26/2024,TRUE,5,6/26/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,6/3/2024,TRUE,5,6/3/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,7/5/2024,TRUE,5,7/5/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,3/24/2024,TRUE,4,3/24/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,9/1/2024,TRUE,2,9/1/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,3/21/2024,TRUE,4,3/21/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,11/30/2023,TRUE,5,11/30/2023, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,10/16/2023,TRUE,3,10/16/2023, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,12/17/2023,TRUE,5,12/17/2023, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,2/2/2024,TRUE,2,2/2/2024, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,10/19/2023,TRUE,5,10/19/2023, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,11/18/2023,TRUE,5,11/18/2023, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,10/11/2023,TRUE,5,10/11/2023, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,12/10/2023,TRUE,5,12/10/2023, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,12/8/2023,TRUE,5,12/8/2023, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,8/11/2022,TRUE,4,8/11/2022, Midnight  ,256 GB,B09G9BQS98
B09G9BL5CP,India,5/15/2024,TRUE,5,5/15/2024, Midnight  ,128 GB,B09G9HD6PD
B09G9BL5CP,India,6/20/2024,TRUE,5,6/20/2024, Midnight  ,128 GB,B09G9HD6PD
B09G9BL5CP,India,6/13/2024,TRUE,5,6/13/2024, Midnight  ,128 GB,B09G9HD6PD
B09G9BL5CP,India,6/4/2024,TRUE,5,6/4/2024, Midnight  ,128 GB,B09G9HD6PD
B09G9BL5CP,India,1/6/2024,TRUE,4,1/6/2024, Midnight  ,128 GB,B09G9HD6PD
B09G9BL5CP,India,5/28/2024,TRUE,5,5/28/2024, Midnight  ,128 GB,B09G9HD6PD
B09G9BL5CP,India,9/6/2024,TRUE,2,9/6/2024, Midnight  ,128 GB,B09G9HD6PD
B09G9BL5CP,India,7/1/2023,TRUE,5,7/1/2023, Midnight  ,128 GB,B09G9HD6PD
B09G9BL5CP,India,11/6/2023,TRUE,3,11/6/2023, Midnight  ,128 GB,B09G9HD6PD
B09G9BL5CP,India,5/21/2024,TRUE,3,5/21/2024, Midnight  ,128 GB,B09G9HD6PD
B09G9BL5CP,India,8/2/2024,TRUE,5,8/2/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,5/24/2024,TRUE,4,5/24/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,5/26/2024,TRUE,4,5/26/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,7/20/2024,TRUE,5,7/20/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,7/21/2024,TRUE,5,7/21/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,7/19/2024,TRUE,5,7/19/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,6/3/2024,TRUE,4,6/3/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,7/12/2024,TRUE,5,7/12/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,4/28/2024,TRUE,4,4/28/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,6/7/2024,TRUE,3,6/7/2024, Blue  ,128 GB,B09G9BL5CP
B09G9BL5CP,India,10/15/2023,TRUE,4,10/15/2023, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,4/28/2022,TRUE,4,4/28/2022, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,10/23/2023,TRUE,4,10/23/2023, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,12/22/2023,TRUE,5,12/22/2023, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,1/24/2024,TRUE,5,1/24/2024, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,10/8/2023,TRUE,5,10/8/2023, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,1/12/2024,TRUE,5,1/12/2024, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,3/1/2024,TRUE,5,3/1/2024, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,2/23/2024,TRUE,3,2/23/2024, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,7/19/2023,TRUE,5,7/19/2023, (PRODUCT) RED  ,128 GB,B09G99CW2N
B09G9BL5CP,India,6/22/2024,TRUE,5,6/22/2024, Midnight  ,128 GB,B09G9HD6PD
B09G9BL5CP,India,7/11/2024,TRUE,5,7/11/2024, Midnight  ,128 GB,B09G9HD6PD
B09G9BL5CP,India,6/30/2024,TRUE,5,6/30/2024, Midnight  ,128 GB,B09G9HD6PD
